County_Name,MedianHouseholdIncome,PerCapitaIncome,MedianRentAsPctOfIncome,State_FIPS,County_FIPS,Year,GiniIndex,pct_inPoverty,pct_Over200k,pct_WorkFromHome,pct_PrivateProfitWage,MedianHouseholdIncome_adj,PerCapitaIncome_adj,MedianAge_Total,pct_White,pct_Black,pct_NativeAmerican,pct_Asian,pct_Multiracial,pct_Hispanic,pct_ForeignBorn
"Hart County, Georgia",38132.0,20231.0,31.1,13,147,2009,,0.1969116896375702,0.0192244315060968,0.0495669414588333,0.5356415478615071,38132.0,20231.0,41.7,0.7850797077382929,0.20109598140152773,0.0,0.0005396878113583527,0.007057455994686151,0.015692460976419794,0.014903686482896047
"Heard County, Georgia",40640.0,16706.0,24.0,13,149,2009,,0.1788589119858469,0.0068661108386463,0.0260869565217391,0.5286738351254481,40640.0,16706.0,37.2,0.8731506609472117,0.10146196270681958,0.00035017070822025736,0.008316554320231113,0.014006828328810296,0.010242493215442528,0.011030377308938107
"Henry County, Georgia",65002.0,25990.0,29.8,13,151,2009,,0.0721283848903232,0.025185137895812,0.0443148007700834,0.525401345857927,65002.0,25990.0,33.7,0.627415934234116,0.3046591455682365,0.0020606497879225153,0.02713826577462941,0.01998884953430408,0.04693034238488784,0.06300559709650619
"Houston County, Georgia",54037.0,25192.0,27.2,13,153,2009,,0.1224284802142868,0.0194525358126172,0.0157427208422437,0.5048110611679855,54037.0,25192.0,34.1,0.6689481323046368,0.26975784890382704,0.0023298449316324194,0.01982277900847911,0.020685967458559315,0.040096249331601864,0.040524024138721255
"Irwin County, Georgia",37328.0,15348.0,24.5,13,155,2009,,0.3208583868961227,0.0,0.0255384615384615,0.5953956073035195,37328.0,15348.0,37.5,0.7053659498914974,0.2510357072400868,0.020220950877885186,0.0,0.0,0.049911225093706844,0.043795620437956206
"Jackson County, Georgia",48114.0,21368.0,30.8,13,157,2009,,0.1469173891311467,0.0167227294569918,0.0619526311781281,0.5518079497438582,48114.0,21368.0,35.8,0.8824943728258645,0.07511424868699271,0.0017904644976468181,0.015397994679762635,0.012857240297387627,0.04723415865220654,0.041675192688084034
"Jasper County, Georgia",42242.0,19933.0,41.0,13,159,2009,,0.1704115684093437,0.0341981132075471,0.0390421655387818,0.545822102425876,42242.0,19933.0,36.7,0.7458051221666177,0.22571386517515454,0.005298793052693553,0.0,0.003974094789520165,0.03400058875478363,0.03333823962319694
"Jeff Davis County, Georgia",29932.0,15318.0,23.7,13,161,2009,,0.2220371071563801,0.0012200081333875,0.0146443514644351,0.5601200525229788,29932.0,15318.0,35.8,0.7721604567307693,0.1590294471153846,0.0010516826923076923,0.0021033653846153845,0.0,0.07985276442307693,0.04905348557692308
"Jefferson County, Georgia",29036.0,15087.0,31.1,13,163,2009,,0.2831610412255573,0.0063477318470351,0.0227938782155649,0.4750681417348084,29036.0,15087.0,37.4,0.4278519417475728,0.549878640776699,0.0,0.003033980582524272,0.004004854368932039,0.021359223300970873,0.018143203883495145
"Jenkins County, Georgia",26652.0,16980.0,23.9,13,165,2009,,0.2045777988614801,0.0154988698740716,0.0298053527980535,0.6201101130107215,26652.0,16980.0,40.7,0.6113455227379277,0.3444678856071261,0.0,0.0,0.017698077824660104,0.0806375996249414,0.056493202062822316
"Johnson County, Georgia",25789.0,14716.0,27.8,13,167,2009,,0.2701022918554965,0.0174700744095761,0.0530513176144244,0.5129139072847683,25789.0,14716.0,38.3,0.6021517061508368,0.38741577917843945,0.0,0.0064116496413823085,0.000869376222560313,0.007281025863942621,0.010758530754183874
"Jones County, Georgia",49337.0,20879.0,26.3,13,169,2009,,0.1456761243585873,0.0094272681196148,0.0114427860696517,0.5440709693171645,49337.0,20879.0,39.0,0.749449662459642,0.2358012914587614,0.0,0.0058702670971529205,0.005833577927795715,0.013061344291165247,0.018931611388318167
"Lamar County, Georgia",35835.0,18065.0,29.8,13,171,2009,,0.2095958056453087,0.0142879822193999,0.0370747310264611,0.534666099532114,35835.0,18065.0,37.7,0.6895355673133451,0.293885949441505,0.0016460905349794238,0.0,0.0038800705467372134,0.016225749559082892,0.010052910052910053
"Lanier County, Georgia",34497.0,16961.0,26.4,13,173,2009,,0.198389651531151,0.0183735964613814,0.0098522167487684,0.5490611750454271,34497.0,16961.0,33.8,0.7085477595079703,0.24049202962219154,0.0,0.01807455754989331,0.01694489770302498,0.029496673779339778,0.03765532822894439
"Laurens County, Georgia",38247.0,19280.0,26.9,13,175,2009,,0.2189979303208002,0.0225391794329987,0.0155962820984088,0.5150970524802301,38247.0,19280.0,37.0,0.6248579246474426,0.34670595664070725,0.0029677962534203324,0.010860871395495686,0.007556303936013471,0.016480740896653336,0.015765102083771836
"Lee County, Georgia",60456.0,23716.0,19.7,13,177,2009,,0.0811497787680045,0.0207645115620575,0.0406319074242621,0.5276081424936386,60456.0,23716.0,34.8,0.7874988588296157,0.1740360914153556,0.0022214783481939076,0.01132041021271416,0.018989075195520524,0.018380450990535892,0.022336508322936002
"Liberty County, Georgia",40911.0,17640.0,28.0,13,179,2009,,0.1745279826757799,0.0068483378513339,0.0083021085886415,0.4812358981443109,40911.0,17640.0,25.1,0.4946060268223104,0.41528674951634587,0.0049840967964062035,0.017624684395186413,0.0269042856674427,0.06992491064694888,0.0576122241531954
"Lincoln County, Georgia",35350.0,18938.0,26.4,13,181,2009,,0.2294464666750345,0.0037420840529648,0.0218031820860341,0.5077151335311573,35350.0,18938.0,43.6,0.652276685742722,0.3147549141577507,0.004354316994277184,0.006344861905946753,0.021149539686489176,0.003856680766359791,0.008210997760636975
"Long County, Georgia",41943.0,14456.0,21.2,13,183,2009,,0.1712174461566189,0.0,0.0160702806942361,0.4788671958807123,41943.0,14456.0,29.2,0.6898367561874671,0.2459189046866772,0.004914867474109181,0.0,0.01334035457258206,0.0936457784799017,0.04458486922941899
"Lowndes County, Georgia",39200.0,20876.0,31.2,13,185,2009,,0.1986576358454136,0.0156067205973864,0.0161169726676082,0.5008403723495949,39200.0,20876.0,29.3,0.6101327606403748,0.3372315501757126,0.0034166341272940256,0.012075361187036313,0.020080046856696603,0.03147208121827411,0.03399062866067942
"Lumpkin County, Georgia",41589.0,20094.0,31.0,13,187,2009,,0.1543613264602021,0.0153035370426674,0.0531656184486373,0.5150073806790225,41589.0,20094.0,34.4,0.9313699511678086,0.02010069273573835,0.010750652988605822,0.00825226180111292,0.013930423590869516,0.04508460461066737,0.04118560018170118
"McDuffie County, Georgia",34897.0,18200.0,29.8,13,189,2009,,0.2190727727208413,0.0173160173160173,0.0184681622479039,0.5265337256183938,34897.0,18200.0,37.8,0.6006751757306696,0.3855438401775805,0.008370329263780984,0.0014798372179060304,0.003422123566407695,0.020810210876803552,0.010913799482056974
"McIntosh County, Georgia",37629.0,20323.0,29.4,13,191,2009,,0.174879914605942,0.0121654501216545,0.0252998909487459,0.5281348788198104,37629.0,20323.0,40.3,0.637291444799432,0.3460241391551296,0.0,0.0040823571175008875,0.008342208022719205,0.009584664536741214,0.007809726659566915
"Macon County, Georgia",28382.0,13538.0,25.1,13,193,2009,,0.3030744197996061,0.0047468354430379,0.0327102803738317,0.4514606741573033,28382.0,13538.0,36.9,0.3686646264088975,0.6055833395536314,0.0009703664999626782,0.020377696499216242,0.0,0.007912219153541837,0.02493095469134881
"Madison County, Georgia",40106.0,18118.0,32.3,13,195,2009,,0.1686888310545801,0.0060358056265984,0.0268122270742358,0.5412921824656605,40106.0,18118.0,37.7,0.8833603749774653,0.08595637281413376,0.0028483865152334597,0.003677663601946998,0.014674598882278709,0.03014241932576167,0.024193257616729764
"Marion County, Georgia",32432.0,16645.0,26.4,13,197,2009,,0.2887142857142857,0.0,0.0121527777777777,0.5495798319327732,32432.0,16645.0,39.2,0.6050384286934244,0.3329063478508397,0.0,0.0031312268716196983,0.010247651579846286,0.07970395673213777,0.042840876743524055
"Meriwether County, Georgia",37305.0,17586.0,32.0,13,199,2009,,0.173735119047619,0.0089094394947558,0.0219560878243512,0.503851578604752,37305.0,17586.0,38.0,0.5833406247265728,0.4045848280689474,0.0016186892991512818,0.00017499343774608452,0.008487181730685099,0.013299501268702423,0.011768308688424184
"Miller County, Georgia",33125.0,20322.0,18.8,13,201,2009,,0.175680214981525,0.0160361842105263,0.016295707472178,0.514274385408406,33125.0,20322.0,38.0,0.6884528057087252,0.30051897502432695,0.0011352578657152124,0.0,0.008271164450210833,0.001621796951021732,0.001621796951021732
"Mitchell County, Georgia",36344.0,15982.0,31.4,13,205,2009,,0.2083892917897752,0.0028291877873393,0.0170281995661605,0.5166507075220769,36344.0,15982.0,37.2,0.5005040322580645,0.4694220430107527,0.0018481182795698926,0.0036122311827956988,0.00865255376344086,0.02919186827956989,0.01423891129032258
"Monroe County, Georgia",50579.0,25882.0,25.6,13,207,2009,,0.1183538600180234,0.0274772825616616,0.0245585730931253,0.5269662921348315,50579.0,25882.0,39.0,0.7250889679715302,0.2573196376577159,0.0,0.0,0.012819475897767713,0.01807667421546425,0.015488515043675186
"Montgomery County, Georgia",33970.0,16977.0,30.5,13,209,2009,,0.2020941087422732,0.0094310921813203,0.0068870523415977,0.5927651411345574,33970.0,16977.0,33.0,0.7038818659805347,0.25674012753104375,0.0,0.007271506879964202,0.0022373867322966774,0.047768206734534066,0.05201924152589775
"Morgan County, Georgia",44845.0,25181.0,31.3,13,211,2009,,0.1458557894139672,0.0432900432900432,0.0313676286072772,0.528224808120822,44845.0,25181.0,39.4,0.7256622516556291,0.2458609271523179,0.002152317880794702,0.00695364238410596,0.010540838852097131,0.01804635761589404,0.0184878587196468
"Murray County, Georgia",38348.0,17155.0,28.3,13,213,2009,,0.1606956780628194,0.0098698026039479,0.0120137980254549,0.5782549702082473,38348.0,17155.0,34.5,0.9172073516713951,0.009004563957074134,0.0029850746268656717,0.0033304551622055016,0.016997656346367337,0.1156284692241273,0.07674848896015789
"Muscogee County, Georgia",40549.0,21717.0,30.0,13,215,2009,,0.1872235498968698,0.019537112252344,0.1550222049651758,0.4459138924897261,40549.0,21717.0,32.5,0.48088610076455596,0.45278350296974096,0.0033485750011921353,0.018830436003539317,0.024187096329813446,0.041168398353264066,0.03955769139066532
"Newton County, Georgia",52743.0,22158.0,35.6,13,217,2009,,0.1147135416666666,0.0170998420123292,0.038635867852728,0.5114008818882785,52743.0,22158.0,32.9,0.6145988349844806,0.33909817594285474,0.0032633190186657597,0.011001743271397593,0.019165355669883925,0.036289808240146264,0.06267273268421276
"Oconee County, Georgia",69959.0,31715.0,28.8,13,219,2009,,0.0691062093586637,0.0707480592801693,0.0628567679286136,0.5446857582164136,69959.0,31715.0,37.5,0.8826618292915791,0.06699127999490803,0.0,0.020049646744319267,0.013493730507287888,0.0391763732416778,0.06186748138247088
"Oglethorpe County, Georgia",44465.0,18983.0,22.7,13,221,2009,,0.1714449953294531,0.0023250898330162,0.0477768090671316,0.5860843067546978,44465.0,18983.0,40.2,0.782652401809435,0.19027787750412867,0.00014360594528613484,0.004092769440654843,0.007180297264306743,0.02814676527608243,0.02060745314856035
"Paulding County, Georgia",60138.0,23022.0,28.6,13,223,2009,,0.082753713563902,0.0086321381142098,0.0386930934181154,0.5337140782067576,60138.0,23022.0,32.5,0.8145969152488471,0.1440690093814597,0.0034186675147082207,0.009643822547304818,0.015129591349976148,0.04287645094609636,0.036484337732548895
"Peach County, Georgia",43391.0,18896.0,32.4,13,225,2009,,0.2299884856497078,0.0162106231317544,0.0193042429117233,0.5016426082628174,43391.0,18896.0,34.1,0.5143164610476959,0.4462892501633422,0.0,0.003920212152657673,0.009685230024213076,0.05253852953610823,0.040508858910795954
"Pickens County, Georgia",50145.0,26525.0,29.0,13,227,2009,,0.1099174945276982,0.041166092581702,0.0454924558344074,0.538860103626943,50145.0,26525.0,41.2,0.9476366543419606,0.02261750108257553,0.004696712301389028,0.003430931681156524,0.00816095399886746,0.024549482029246193,0.025715332600512973
"Pierce County, Georgia",35137.0,17781.0,24.8,13,229,2009,,0.1792539192127245,0.0117245473434253,0.038476900545866,0.542766631467793,35137.0,17781.0,37.4,0.8618620302860348,0.10616937745372967,0.0012899607403252945,0.002243409983174425,0.005047672462142457,0.03292204150308469,0.019012899607403252
"Pike County, Georgia",52579.0,20684.0,35.4,13,231,2009,,0.1052316890881913,0.0054871965414033,0.0243292089531488,0.5640434192672998,52579.0,20684.0,37.5,0.8483423465788855,0.12479426287326593,0.00546672936750529,0.0018810251587114979,0.01187397131436633,0.016047495885257466,0.013578650364448625
"Polk County, Georgia",39968.0,18832.0,26.9,13,233,2009,,0.1683285323879164,0.0062872048692395,0.0259551736151434,0.5542607428987618,39968.0,18832.0,35.8,0.8180566958033515,0.12879702516057373,0.0013039068913893853,0.004684406239435939,0.012073211957309123,0.11114598927898778,0.07306707876563481
"Pulaski County, Georgia",32053.0,15729.0,27.7,13,235,2009,,0.238018618549592,0.0,0.0228102189781021,0.4595315742662318,32053.0,15729.0,41.3,0.6516670075680098,0.34096952341992226,0.0,0.0,0.0026590304765800776,0.019124565350787482,0.008181632235631009
"Putnam County, Georgia",41297.0,25188.0,33.7,13,237,2009,,0.1370291830758356,0.0327007996180928,0.0466603505447655,0.5159543831355835,41297.0,25188.0,42.8,0.6868701911144205,0.2807644576818069,0.0,0.0033755274261603376,0.002531645569620253,0.04581782079920576,0.049789029535864976
"Quitman County, Georgia",30985.0,16327.0,27.3,13,239,2009,,0.1884717481987106,0.0055865921787709,0.0236220472440944,0.4313346228239845,30985.0,16327.0,36.4,0.5372119380430677,0.44465432565168117,0.0,0.0,0.0,0.018133736305251228,0.0026445032111824707
"Rabun County, Georgia",34308.0,23543.0,27.1,13,241,2009,,0.1607669616519174,0.0261643835616438,0.0225930301240401,0.5780388743835219,34308.0,23543.0,43.9,0.9614310009718173,0.009171525753158407,0.0006681243926141885,0.011965500485908649,0.011601068999028182,0.07646987366375121,0.0711248785228377
"Randolph County, Georgia",28193.0,17385.0,31.1,13,243,2009,,0.2604487461504619,0.0172413793103448,0.0286123032904148,0.5291576673866091,28193.0,17385.0,36.5,0.37208981953437115,0.5922303347568536,0.0017908802865408459,0.005510400881664141,0.027414244386279103,0.0027552004408320707,0.01997520319603251
"Richmond County, Georgia",37339.0,20135.0,29.8,13,245,2009,,0.2242285850014035,0.0161953522920203,0.0280204183570288,0.4651598805259959,37339.0,20135.0,32.5,0.43235274814594177,0.5171270048818906,0.003170452193316808,0.01620565531934228,0.02038075717264324,0.027327480449719558,0.03341091180791502
"Rockdale County, Georgia",55681.0,23847.0,30.7,13,247,2009,,0.1192096651777382,0.0208973570989551,0.0351743544471419,0.5361200428724544,55681.0,23847.0,35.7,0.5458474534649576,0.37015618093413877,0.00470261774961937,0.028375325376946123,0.017116055203575464,0.09416286037031579,0.10971956190756839
"Schley County, Georgia",38722.0,16331.0,24.7,13,249,2009,,0.1784935819811092,0.0,0.0154021677124928,0.5613747954173486,38722.0,16331.0,34.7,0.7318963429401792,0.23225962702833616,0.0,0.020343908936788568,0.002664083313150884,0.01961734076047469,0.020586098328893195
"Screven County, Georgia",32943.0,17049.0,29.5,13,251,2009,,0.1764746087075387,0.0095456281023291,0.0689594043609289,0.4953108718304967,32943.0,17049.0,38.2,0.5410890760761424,0.44027326391191884,0.0,0.0025203953041055913,0.015454002785700072,0.0,0.004377528686078132
"Seminole County, Georgia",35364.0,18760.0,31.7,13,253,2009,,0.1868243243243243,0.021600243383024,0.0168983374216407,0.4895364238410596,35364.0,18760.0,41.2,0.6100573445081605,0.3649095721217468,0.0,0.013123070136744597,0.011910013233348038,0.0034186149095721216,0.01996029995588884
"Spalding County, Georgia",41319.0,19695.0,33.9,13,255,2009,,0.191975417879953,0.0133961687829995,0.0232807885552103,0.5355181116389549,41319.0,19695.0,35.5,0.642810711397904,0.31980403659251977,0.0018391387757043425,0.008355397713760246,0.012969099297639243,0.026413837933822713,0.027507808412474435
"Stephens County, Georgia",34309.0,17576.0,32.5,13,257,2009,,0.1573056909226067,0.0167621931437222,0.0383118826698593,0.5381679389312977,34309.0,17576.0,38.9,0.8584224440673953,0.11806021386576175,0.0011048415736100699,0.008838732588880559,0.01183758828867932,0.015309947520025253,0.028962632679635402
"Stewart County, Georgia",33772.0,12681.0,24.6,13,259,2009,,0.2353469571075679,0.0018927444794952,0.0946031746031746,0.422360248447205,33772.0,12681.0,39.1,0.30444156964208713,0.6739974126778784,0.0,0.0023717119448037945,0.019189305735230703,0.023070288917636912,0.007761966364812419
"Sumter County, Georgia",32245.0,17464.0,29.9,13,261,2009,,0.2508152695185114,0.0082692950217173,0.016828227995347,0.5028299750962192,32245.0,17464.0,33.4,0.47304020022865617,0.4937737539783086,0.002595556654203875,0.007539474090782684,0.007508574606804067,0.03772826993789204,0.03531811018755987
"Talbot County, Georgia",30523.0,16855.0,35.7,13,263,2009,,0.2730075535686758,0.0015987210231814,0.0,0.5064449064449065,30523.0,16855.0,40.3,0.40086206896551724,0.5865147783251231,0.0,0.0,0.012623152709359606,0.0,0.002770935960591133
"Taliaferro County, Georgia",21116.0,13248.0,32.8,13,265,2009,,0.3560152422427871,0.0,0.0382513661202185,0.4612736660929432,21116.0,13248.0,41.0,0.3666129898013956,0.6060118089103597,0.0021470746108427268,0.0,0.015029522275899088,0.03274288781535158,0.01610305958132045
"Tattnall County, Georgia",36028.0,15900.0,22.6,13,267,2009,,0.1958126296492836,0.0111018595614765,0.0499432463110102,0.5784053156146179,36028.0,15900.0,33.6,0.6438009438009438,0.26945516945516945,0.0016302016302016302,0.02119262119262119,0.011454311454311455,0.11994851994851995,0.08562848562848563
"Taylor County, Georgia",23458.0,14918.0,30.6,13,269,2009,,0.3584789564361309,0.0218366736464253,0.0212848297213622,0.531062874251497,23458.0,14918.0,37.7,0.5773052923503582,0.411254911023804,0.0,0.006470996071180957,0.004968800554656806,0.007626531083891842,0.0048532470533857175
"Telfair County, Georgia",24609.0,13680.0,26.8,13,271,2009,,0.2759226713532513,0.0009541984732824,0.0264458724666337,0.624727800629083,24609.0,13680.0,36.8,0.6095390232770425,0.3377453217708809,0.002510269283432223,0.005172676099193671,0.008215426745778184,0.11904761904761904,0.13646736649931537
"Terrell County, Georgia",26723.0,15550.0,26.1,13,273,2009,,0.3161091096242923,0.0089376915219611,0.0088662009672219,0.5245858532737313,26723.0,15550.0,37.3,0.38209185642609034,0.6042068699343882,0.0,0.004052489386337322,0.0096487842531841,0.013122346584330374,0.021999228097259745
"Thomas County, Georgia",36036.0,21501.0,31.4,13,275,2009,,0.2118911502401097,0.0291009775668192,0.0272228989037758,0.5178187036594116,36036.0,21501.0,38.8,0.6051463279955825,0.3706239646604086,0.0029155162893429046,0.005521811154058531,0.0074434014356709,0.02263942573163998,0.016057426836002208
"Tift County, Georgia",37121.0,18124.0,27.1,13,277,2009,,0.2478258757226837,0.0107849829351535,0.0243141120420568,0.5455519254458786,37121.0,18124.0,33.7,0.6450682056663168,0.27525517504531144,0.00031002575598588193,0.014690451206715634,0.0014547362396260613,0.1093675474577888,0.07495468854335591
"Toombs County, Georgia",30203.0,17183.0,29.6,13,279,2009,,0.29136174750855,0.014814068326111,0.022837751077685,0.5400144196106705,30203.0,17183.0,35.1,0.6715336400855042,0.24031737980507953,0.00626788884460708,0.005253432846635991,0.01141262997717474,0.1151407557697185,0.06347596101590522
